s_id,year,on_time,quality,after-sales service,final score,e_id
1668,2005,93,81,78,84.45,NV304385991
1669,2005,69,78,72,75.0,IB224411989
1670,2005,84,50,67,61.05,UA371327034
1671,2005,78,76,81,76.85,BL332018321
1672,2005,80,62,97,69.15,ME888816392
1674,2005,76,62,77,66.95,VV757164969
1675,2005,79,84,87,82.65,VM892166915
1676,2005,72,95,56,86.15,GX999696111
1677,2005,79,61,80,67.35,CI533657101
1678,2005,51,62,62,58.7,BG228022180
1680,2005,72,51,62,57.85,IX177478729
1681,2005,82,83,100,83.55,CV240930107
1682,2005,51,93,59,78.7,TB686595682
1683,2005,65,94,65,83.85,NV213073454
1684,2005,53,74,82,68.1,VY912283911
1685,2005,61,71,100,69.45,ZV327930825
1686,2005,69,68,100,69.9,LV326151652
1687,2005,84,75,59,76.9,PF531297787
1688,2005,98,86,74,89.0,SE202760165
1689,2005,97,54,74,67.9,UP339393636
1690,2005,88,64,53,70.65,TA281349500
1691,2005,99,67,83,77.4,PT714312890
1692,2005,80,54,93,63.75,QS998990663
1694,2005,76,58,81,64.55,ZW641147780
1695,2005,94,95,94,94.65,BT167592270
1696,2005,96,87,82,89.45,VH577358555
1697,2005,53,76,96,70.1,CG419250339
1698,2005,96,70,89,78.75,ZP927969877
1699,2005,53,56,98,57.2,LM222024798
1700,2005,53,94,82,81.1,ZM778464131
1701,2005,56,97,76,83.65,CT580028461
1702,2005,89,92,79,90.45,LZ708684613
1704,2005,89,52,57,63.35,EJ629166500
1705,2005,100,69,68,78.25,EL541701928
1706,2005,88,79,76,81.55,QL528063217
1707,2005,88,67,88,74.35,UV942592240
1708,2005,95,77,99,83.5,TD693948582
1709,2005,78,55,87,63.5,YT316023404
1710,2005,52,90,60,77.1,OM776790527
1711,2005,76,73,90,74.75,JC580269487
1712,2005,97,76,62,81.6,SY849082970
1713,2005,69,74,70,72.3,DB777195882
1714,2005,96,79,87,84.5,WP290269827
1715,2005,88,78,97,81.95,AZ416195958
1716,2005,87,50,75,62.35,BH116437671
1718,2005,100,71,78,80.05,BN255020682
1719,2005,95,60,55,70.25,HD527199106
1720,2005,80,66,98,71.8,JO115774150
1721,2005,70,83,67,78.3,GP387867777
1722,2005,66,93,90,84.75,CF672642851
1723,2005,75,74,67,73.95,PV396274154
1724,2005,60,98,93,86.35,PZ754712214
1725,2005,80,75,54,75.45,SZ357342837
1726,2005,83,73,87,76.7,HG161333974
1727,2005,74,99,74,90.25,CB790385032
1728,2005,87,51,90,63.75,CP605017091
1729,2005,55,73,70,67.45,KN062057078
1730,2005,50,50,100,52.5,FR055208331
1731,2005,73,80,80,77.9,YR153829057
1732,2005,87,65,86,72.65,FB006806704
1734,2005,91,75,73,79.7,FB792674761
1735,2005,82,67,73,71.8,TH422908934
1736,2005,69,75,58,72.35,KY859489674
1737,2005,51,76,84,68.9,VE940648664
1738,2005,63,55,64,57.85,NW252420957
1739,2005,71,80,93,77.95,GX941735825
1740,2005,70,51,98,59.05,VN933383584
1742,2005,82,77,92,79.25,NR357002884
1743,2005,75,63,54,66.15,OH801184838
1744,2005,87,78,50,79.3,AB227070954
1745,2005,67,75,80,72.85,FN445820794
1746,2005,66,57,94,61.55,NL399956477
1748,2005,90,56,79,67.35,LL827697584
1749,2005,77,90,56,84.4,QJ156565705
1750,2005,74,81,70,78.35,ZC312507239
1751,2005,51,72,53,64.75,XL112931264
1752,2005,58,92,74,80.9,OE826970856
1753,2005,74,51,59,58.3,JK558277890
1754,2005,84,80,73,80.85,OD720370108
1755,2005,80,87,62,83.65,SA426372599
1756,2005,88,53,76,64.65,PZ675801252
1757,2005,91,64,66,72.2,OT380932265
1758,2005,81,79,99,80.6,DO327578662
1760,2005,91,82,62,83.7,AX591076746
1761,2005,89,73,95,78.9,CK151040724
1762,2005,96,69,68,77.05,UP197007519
1764,2005,95,71,78,78.55,YN839495036
1765,2005,100,73,51,80.0,XC381818988
1766,2005,80,65,68,69.65,SC063729080
1767,2005,83,99,83,93.4,YT316023404
1768,2005,69,84,65,78.55,LB583134810
1769,2005,79,89,53,84.2,AY940189603
1770,2005,90,60,50,68.5,OA102268877
1772,2005,88,57,83,67.6,UE275807587
1773,2005,93,79,58,82.15,RQ684632741
1774,2005,57,56,69,56.95,LO699584022
1775,2005,77,94,96,89.0,AZ416195958
1776,2005,93,99,93,96.9,KS027018210
1777,2005,74,65,50,66.95,OT380932265
1778,2005,80,52,71,61.35,JK341082157
1779,2005,74,62,66,65.8,LO699584022
1780,2005,76,56,54,61.9,RW578233505
1781,2005,75,66,96,70.2,BA177844922
1782,2005,100,81,80,86.65,YX404641255
1783,2005,61,56,70,58.2,FU481427937
1784,2005,81,89,60,85.15,IL641107253
1785,2005,56,95,91,83.1,PZ675801252
1786,2005,61,56,96,59.5,YE448055111
1787,2005,83,51,97,62.9,RP181622758
1788,2005,92,97,51,93.2,LF136111374
1789,2005,66,68,100,69.0,DZ034998704
1790,2005,93,64,53,72.15,BT990318210
1791,2005,89,69,79,75.5,SJ651512037
1792,2005,92,63,77,72.4,EB785474273
1794,2005,54,74,77,68.15,BT285526906
1795,2005,69,96,51,85.65,LB343724739
1796,2005,51,79,62,69.75,XP349136013
1797,2005,98,66,97,77.15,XW673732556
1798,2005,89,56,63,66.25,YL093836815
1800,2005,81,81,55,79.7,UP197007519
1802,2005,73,99,95,91.0,YR307789869
1803,2005,85,86,85,85.65,MF102873443
1804,2005,79,100,57,91.55,SF331717705
1805,2005,55,93,89,81.4,SB791564130
1806,2005,78,74,66,74.8,DQ613546008
1807,2005,65,61,52,61.75,PD141750933
1808,2005,52,56,87,56.35,BD676164454
1809,2005,91,75,73,79.7,VW775121688
1810,2005,73,56,55,61.05,EV458252302
1811,2005,67,64,59,64.65,KS967203736
1812,2005,59,72,80,68.5,FO224867621
1813,2005,51,50,64,51.0,NY299672932
1814,2005,76,64,60,67.4,KG066279164
1815,2005,56,64,66,61.7,ZW694403535
1816,2005,99,53,90,68.65,SC090679491
1817,2005,63,89,55,79.5,CY177403653
1818,2005,68,80,77,76.25,ZM836965961
1820,2005,60,52,51,54.35,NK476874393
1821,2005,82,56,62,64.1,OL863921233
1822,2005,59,59,83,60.2,SE202760165
1823,2005,86,88,68,86.4,QA948478498
1824,2005,81,97,63,90.5,IW354110999
1825,2005,92,65,87,74.2,QE888538351
1826,2005,52,60,78,58.5,JB391969672
1827,2005,70,80,78,76.9,MK514484857
1828,2005,94,60,80,71.2,IR072972535
1829,2005,95,100,53,96.15,EV458252302
1830,2005,59,66,75,64.35,TL266303178
1831,2005,50,94,100,81.1,FJ908090214
1832,2005,87,78,100,81.8,ZO638293546
1833,2005,92,77,54,80.35,SN695036850
1834,2005,82,94,87,90.05,NU889127912
1835,2005,75,82,51,78.35,PA291009686
1836,2005,52,61,75,59.0,LP362355401
1837,2005,75,85,56,80.55,MV707414727
1838,2005,67,53,74,58.25,HB302980470
1839,2005,90,87,60,86.55,EG630560206
1840,2005,79,53,98,63.05,YQ012892200
1842,2005,92,64,78,73.1,AP041456386
1843,2005,82,86,67,83.85,NS825038729
1844,2005,63,63,85,64.1,NE956326500
1845,2005,75,92,67,85.65,MQ090707449
1846,2005,66,84,95,79.15,UK746201323
1848,2005,50,66,70,61.4,QL003322833
1850,2005,97,77,94,83.85,OO436298495
1851,2005,60,98,78,85.6,NB216153376
1852,2005,51,58,75,56.75,RU579262049
1853,2005,54,83,50,72.65,GF077308303
1854,2005,67,98,67,87.15,EP435828366
1855,2005,64,98,60,85.9,VB186701357
1856,2005,81,80,76,80.1,RQ947759628
1857,2005,59,55,83,57.6,MB124332740
1858,2005,86,64,50,69.9,DN353572234
1859,2005,85,92,98,90.2,KD003383222
1860,2005,96,56,65,68.45,FE291781429
1861,2005,64,69,51,66.6,VE940648664
1862,2005,65,100,92,89.1,QY872003145
1863,2005,80,77,93,78.7,GF430097300
1864,2005,92,92,90,91.9,RI842395909
1865,2005,73,95,66,86.95,SN450423656
1866,2005,56,68,60,64.0,MB614626687
1868,2005,98,71,65,78.8,DQ531667683
1869,2005,64,60,58,61.1,XC357092444
1870,2005,92,60,76,70.4,AP725673327
1871,2005,54,85,73,75.1,YB900691029
1872,2005,51,75,50,66.55,WA462154351
1874,2005,100,53,96,69.25,YR852841686
1875,2005,67,85,80,79.35,MG381113285
1876,2005,68,86,79,80.25,FE547411522
1877,2005,87,97,97,94.0,IH269869580
1878,2005,95,54,55,66.35,TC146434140
1879,2005,71,53,96,60.55,AY822670106
1880,2005,80,100,85,93.25,NB881755215
1881,2005,65,64,96,65.9,YE448055111
1882,2005,82,99,90,93.45,QH299085853
1883,2005,62,54,65,56.95,PO853870742
1884,2005,64,60,98,63.1,DX424875127
1885,2005,86,90,59,87.25,ZC312507239
1886,2005,70,63,66,65.25,KQ452529901
1887,2005,96,77,82,82.95,CN293777880
1888,2005,76,61,89,66.9,BS620420691
1890,2005,66,76,98,74.1,JY982779170
1891,2005,78,84,87,82.35,WT236574938
1892,2005,58,78,65,71.35,UV942592240
1893,2005,69,70,95,70.95,SF331717705
1894,2005,72,79,96,77.75,TR508783589
1895,2005,93,100,100,97.9,YZ118735381
1896,2005,65,77,64,72.75,DB018710877
1897,2005,92,57,53,67.3,OX895839904
1898,2005,86,94,61,89.95,KR349851134
1899,2005,67,51,82,57.35,CY486626158
1900,2005,91,56,94,68.4,CK292614223
1901,2005,74,89,56,82.85,BS371280029
1902,2005,64,57,82,60.35,UL195911400
1904,2005,94,100,96,98.0,KA908677851
1905,2005,92,98,100,96.3,AJ085945032
1906,2005,62,56,94,59.7,ZS448828112
1907,2005,73,77,79,75.9,WK398624280
1908,2005,75,77,58,75.45,SW931271085
1909,2005,68,52,50,56.7,ZN659329649
1910,2005,100,85,61,88.3,JZ884076749
1911,2005,68,91,51,82.1,EP435828366
1912,2005,63,53,95,58.1,SR794870579
1914,2005,99,87,80,90.25,CD309040733
1915,2005,50,52,64,52.0,QK485878177
1916,2005,70,51,74,57.85,FX655494545
1917,2005,97,94,82,94.3,CX263956344
1918,2005,63,57,51,58.5,TM916841303
1920,2005,95,68,55,75.45,SB791564130
1921,2005,71,95,61,86.1,JB539082749
1922,2005,70,89,56,81.65,BN891312325
1923,2005,99,94,96,95.6,LB428989139
1924,2005,74,77,56,75.05,XI689592366
1925,2005,64,80,80,75.2,RS251603818
1926,2005,61,54,64,56.6,CP605017091
1927,2005,82,90,56,85.9,BT830450711
1928,2005,66,60,86,63.1,HF945659989
1929,2005,52,77,58,68.55,MS469862989
1930,2005,52,55,73,55.0,EO923670985
1932,2005,89,84,77,85.15,PF531297787
1934,2005,72,58,97,64.15,IG128816814
1935,2005,97,98,50,95.3,BX501893700
1936,2005,87,72,55,75.65,JV525909205
1937,2005,87,87,80,86.65,QK485878177
1938,2005,85,74,74,77.3,OS581083549
1940,2005,80,59,74,66.05,VK342699003
1941,2005,52,73,54,65.75,BB157888232
1942,2005,93,74,93,80.65,NW501848428
1944,2005,67,77,91,74.7,DS083985151
1945,2005,58,93,74,81.55,OH801184838
1946,2005,80,72,80,74.8,RY037633307
1947,2005,81,71,52,73.05,UA299869736
1948,2005,96,96,92,95.8,NX805010855
1949,2005,58,72,60,67.2,DX424875127
1950,2005,61,99,75,86.4,WL936834600
1952,2005,73,88,55,81.85,PM403462227
1953,2005,93,53,79,66.3,WK278552127
1954,2005,75,59,63,64.0,LQ014029149
1955,2005,76,72,82,73.7,DY703230654
1956,2005,88,94,74,91.2,YH734169834
1957,2005,64,100,59,87.15,KH172185518
1958,2005,99,75,53,81.1,IJ038606103
1959,2005,76,98,50,89.0,VH236230309
1960,2005,77,52,88,61.3,BM180942244
1961,2005,56,83,56,73.55,YI442473365
1962,2005,59,64,74,63.0,IV427652917
1963,2005,62,70,68,67.5,NS842780982
1964,2005,75,55,82,62.35,BX501893700
1965,2005,56,87,88,77.75,CG419250339
1966,2005,84,82,82,82.6,ON081801894
1967,2005,62,62,56,61.7,JB249608133
1968,2005,53,84,64,73.7,OH801184838
1970,2005,67,55,97,60.7,YN839495036
1971,2005,90,73,88,78.85,PZ754712214
1972,2005,93,99,77,96.1,XT099690836
1973,2005,99,70,83,79.35,KI185064659
1974,2005,80,77,60,77.05,WG346499109
1975,2005,67,96,66,85.8,XP981728935
1976,2005,74,67,54,68.45,IJ038606103
1977,2005,59,58,83,59.55,FL430187114
1978,2005,61,90,86,81.1,MK514484857
1979,2005,100,59,61,71.4,MB251520143
1980,2005,77,72,68,73.3,UO778827227
1982,2005,95,82,95,86.55,OE439888731
1983,2005,52,60,77,58.45,GP387867777
1984,2005,64,75,91,72.5,ME888816392
1985,2005,89,85,54,84.65,ZB435329839
1986,2005,59,91,67,80.2,VC379707337
1987,2005,70,59,54,62.05,YI347482268
1988,2005,100,85,67,88.6,UG921991686
1989,2005,70,90,66,82.8,VE940648664
1990,2005,66,100,54,87.5,NY595312441
1991,2005,82,59,78,66.85,BN261350414
1992,2005,55,100,71,85.05,ZI428623094
1993,2005,96,97,72,95.45,ZM836965961
1994,2005,54,52,87,54.35,YL093836815
1995,2005,59,86,87,77.95,VT568874355
1996,2005,67,67,91,68.2,UT560904056
1998,2005,87,78,57,79.65,VM142160015
2000,2005,60,82,68,74.7,VX416531894
2001,2005,72,75,61,73.4,AP967851085
2002,2005,74,57,87,63.6,PV509036626
2004,2005,67,53,57,57.4,JW243654527
2005,2005,86,92,71,89.15,KY859489674
2006,2005,52,98,75,83.05,IX996275119
2007,2005,65,89,92,81.95,UG137750618
2008,2005,76,52,71,60.15,SP094784098
2009,2005,94,89,97,90.9,FH590579074
2010,2005,57,100,77,85.95,KN112882209
2011,2005,75,76,53,74.55,HG161333974
2012,2005,65,79,50,73.35,NY299672932
2013,2005,50,67,59,61.5,WP290269827
2014,2005,92,71,57,76.6,FQ966983249
2015,2005,100,74,57,80.95,IL094385729
2016,2005,63,61,83,62.7,KV746208812
2018,2005,53,50,72,52.0,RZ811661669
2019,2005,96,97,60,94.85,LA392377749
2020,2005,83,55,96,65.45,DT153167645
2022,2005,62,82,94,76.6,NO135957987
2023,2005,52,51,89,53.2,BW054333867
2024,2005,82,91,88,88.15,AH776108946
2025,2005,91,73,85,79.0,SJ234233253
2026,2005,68,77,89,74.9,UI258886581
2027,2005,80,67,83,71.7,WT561106674
2028,2005,90,92,68,90.2,EJ629166500
2030,2005,69,50,60,56.2,EO620411889
2031,2005,90,99,63,94.5,IB754387846
2032,2005,74,81,76,78.65,ZC312507239
2033,2005,67,56,81,60.55,WS479011038
2034,2005,75,85,80,81.75,IY385685758
2035,2005,86,93,82,90.35,WZ839413614
2036,2005,81,87,97,85.7,KN835647464
2037,2005,63,81,52,74.15,YR307789869
2038,2005,95,55,53,66.9,MC692418972
2039,2005,77,81,81,79.8,MV707414727
2040,2005,72,68,83,69.95,OE826970856
2042,2005,72,96,79,87.95,QH116338672
2043,2005,77,84,94,82.4,VV757164969
2044,2005,69,97,100,88.75,EJ629166500
2045,2005,100,79,59,84.3,UI414317523
2046,2005,65,51,68,56.05,DF372757299
2047,2005,89,94,94,92.5,UG137750618
2048,2005,98,58,95,71.85,MG134837907
2049,2005,80,87,53,83.2,FA278560418
2050,2005,97,71,74,78.95,MB877436639
2051,2005,53,93,70,79.85,QB343501663
2052,2005,87,54,82,65.3,CT731253656
2054,2005,59,89,60,78.55,SW931271085
2055,2005,53,88,88,77.5,MB614626687
2056,2005,64,72,83,70.15,FQ437759126
2057,2005,87,50,54,61.3,VT261307118
2058,2005,95,92,56,91.1,DB777195882
2059,2005,89,79,94,82.75,OO762004288
2060,2005,50,94,61,79.15,TQ639376883
2061,2005,98,51,69,66.0,KS967203736
2062,2005,58,92,88,81.6,JH435744396
2063,2005,99,88,69,90.35,KK063593880
2064,2005,75,54,59,60.55,MV942291111
2065,2005,84,58,100,67.9,RJ830754172
2066,2005,85,57,68,65.95,TO703440688
2067,2005,93,75,82,80.75,JC333810679
2068,2005,96,100,93,98.45,BD284883905
2069,2005,54,87,54,75.45,FU481427937
2070,2005,70,64,98,67.5,IX167273950
2071,2005,91,82,90,85.1,GP387867777
2072,2005,77,62,61,66.45,ZY254487955
2073,2005,60,75,80,70.75,TW803275644
2074,2005,60,64,90,64.1,RP750182843
2075,2005,60,74,60,69.1,XR214824171
2076,2005,85,85,51,83.3,CF672642851
2077,2005,83,78,58,78.5,TZ670747900
2078,2005,68,53,60,57.85,IB049107339
2079,2005,83,64,98,71.4,BB157888232
2080,2005,70,67,86,68.85,FQ966983249
2081,2005,83,72,58,74.6,ZI719676901
2082,2005,53,70,75,65.15,RF799772373
2084,2005,99,73,52,79.75,LO785180470
2085,2005,97,51,68,65.65,AC885640555
2086,2005,73,64,77,67.35,SP394122201
2087,2005,89,87,93,87.9,NS842780982
2088,2005,91,89,67,88.5,HL874012365
2089,2005,74,89,74,83.75,VD162724371
2090,2005,88,96,72,92.4,AX646749135
2091,2005,71,51,80,58.45,DZ034998704
2092,2005,69,98,80,88.4,LZ708684613
2093,2005,50,88,92,76.8,IH212378027
2094,2005,68,59,75,62.5,YH786902494
2095,2005,91,100,87,96.65,LL827697584
2096,2005,60,66,56,63.7,WC057087616
2097,2005,82,57,60,64.65,KZ436795010
2098,2005,78,75,79,76.1,KQ398959935
2100,2005,62,50,75,54.85,XC948385665
2101,2005,60,71,64,67.35,JC847704640
2102,2005,92,97,76,94.45,EJ549178179
2103,2005,87,83,82,84.15,MV707414727
2104,2005,88,66,76,73.1,GH161844580
2105,2005,63,62,92,63.8,KG066279164
2106,2005,80,51,91,61.7,IM404684290
2108,2005,92,67,58,74.05,JL172510742
2109,2005,65,89,67,80.7,BA084691392
2110,2005,62,92,90,82.9,GB034411702
2112,2005,80,93,87,88.8,KN062057078
2114,2005,85,71,57,74.5,VP548897985
2115,2005,59,75,91,71.0,PM783069674
2116,2005,65,74,74,71.3,XP981728935
2117,2005,88,68,53,73.25,LM208109330
2118,2005,80,82,51,79.85,QA211425831
2120,2005,69,89,51,81.1,OK522245536
2121,2005,57,64,79,62.65,ZO765240404
2122,2005,91,81,68,83.35,RW578233505
2123,2005,58,85,70,76.15,PC636768582
2124,2005,69,95,61,85.5,PT714312890
2125,2005,90,90,96,90.3,RD922898069
2126,2005,70,66,57,66.75,QN498478280
2127,2005,94,90,97,91.55,VN933383584
2128,2005,53,71,71,65.6,MZ001638586
2129,2005,88,57,58,66.35,YK010499813
2130,2005,66,85,79,79.0,ZV327930825
2131,2005,58,50,71,53.45,KC873912584
2132,2005,62,88,83,79.95,IU339455445
2133,2005,64,93,100,84.65,DY703230654
2134,2005,64,76,54,71.3,PV740127869
2135,2005,98,52,99,68.15,UF949919389
2136,2005,73,70,77,71.25,CI533657101
2137,2005,76,81,74,79.15,NV304385991
2138,2005,76,97,51,88.4,VK342699003
2139,2005,89,67,55,73.0,IM570217608
2140,2005,51,83,50,71.75,GJ049780746
2142,2005,58,52,55,53.95,VR984933196
2143,2005,94,100,67,96.55,UO778827227
2144,2005,67,67,95,68.4,XQ704503152
2145,2005,79,55,99,64.4,BT285526906
2146,2005,74,75,58,73.85,JE062718345
2147,2005,95,63,88,73.85,NV213073454
2148,2005,97,59,72,71.05,BM180942244
2149,2005,52,56,87,56.35,MC692418972
2150,2005,83,53,70,62.85,BF454653871
2151,2005,93,59,51,68.8,AQ566884056
2152,2005,98,62,82,73.8,JV152681378
2154,2005,56,84,52,74.0,BF454653871
2155,2005,59,94,71,82.35,XH857178724
2156,2005,55,53,75,54.7,BP860955758
2157,2005,69,55,86,60.75,SZ032292545
2158,2005,55,92,70,79.8,XQ704503152
2159,2005,67,58,99,62.75,OF309547658
2160,2005,86,74,77,77.75,VE618109384
2162,2005,91,65,74,73.25,IF696970658
2163,2005,53,93,59,79.3,WI485157788
2164,2005,63,78,91,74.15,EB785474273
2165,2005,54,65,58,61.35,IU528221191
2166,2005,82,63,77,69.4,KS148639641
2167,2005,87,66,58,71.9,BX501893700
2168,2005,79,51,74,60.55,YX404641255
2169,2005,72,67,77,69.0,MG134837907
2170,2005,57,96,74,83.2,KQ398959935
2172,2005,64,96,86,85.9,IL609515861
2173,2005,93,56,87,68.65,XB868498493
2174,2005,78,64,50,67.5,KR447869910
2175,2005,81,74,58,75.3,CT580028461
2176,2005,57,53,76,55.35,IM570217608
2178,2005,62,91,84,81.95,PI348474926
2179,2005,52,73,100,68.05,QL528063217
2180,2005,72,77,67,75.0,YD481008884
2181,2005,96,64,85,74.65,BV295753829
2182,2005,53,77,74,69.65,QK485878177
2184,2005,71,92,73,84.75,RU683486770
2185,2005,81,68,80,72.5,JX149476754
2186,2005,99,74,95,82.55,XR781875884
2187,2005,86,73,60,76.25,EA062367496
2188,2005,90,88,77,88.05,VE777505436
2190,2005,68,98,89,88.55,LL827697584
2191,2005,100,69,78,78.75,VL623474814
2192,2005,96,57,77,69.7,AP041456386
2193,2005,82,96,54,89.7,LM208109330
2194,2005,57,63,63,61.2,VL623474814
2195,2005,50,98,81,82.75,XZ162375920
2196,2005,56,70,67,65.65,VR984933196
2197,2005,65,87,60,79.05,RF651229268
2198,2005,76,54,74,61.6,KC873912584
2199,2005,57,86,56,75.8,UN349059235
2200,2005,71,99,83,89.8,BO092266377
2201,2005,88,99,93,95.4,OM545300043
2202,2005,72,55,87,61.7,FW625012601
2204,2005,50,89,69,76.3,JK497490204
2205,2005,51,73,78,66.65,FS802079098
2206,2005,80,96,68,89.8,AK824442065
2207,2005,75,93,68,86.35,AW655837390
2208,2005,60,90,97,81.35,NE370651900
2210,2005,54,89,62,77.15,HB302980470
2211,2005,68,88,99,82.55,ZW593277984
2212,2005,88,69,90,75.75,PC290183611
2213,2005,81,75,64,76.25,TX052812968
2214,2005,54,82,94,74.2,GE621585250
2215,2005,62,81,53,73.9,XR035831316
2216,2005,68,73,59,70.8,OJ030074756
2217,2005,83,77,88,79.35,RP750182843
2218,2005,63,61,95,63.3,JX186176926
2219,2005,81,57,79,65.3,FD300354718
2220,2005,92,66,86,74.8,XD188428064
2221,2005,56,88,71,77.55,XJ114381500
2222,2005,50,99,54,82.05,ZF985575895
2223,2005,52,85,85,75.1,RC380185568
2224,2005,66,95,74,85.25,PP798744594
2225,2005,95,64,76,73.9,VH736427739
2226,2005,93,60,69,70.35,HN921205928
2228,2005,74,75,72,74.55,JW699883304
2229,2005,81,91,61,86.5,IX792747098
2230,2005,92,64,65,72.45,CW721955084
2231,2005,71,87,51,80.4,PV485554281
2232,2005,75,66,84,69.6,NY407871323
2233,2005,59,80,57,72.55,NT554937145
2234,2005,78,75,88,76.55,UP339393636
2235,2005,62,78,89,73.75,BY143199777
2236,2005,59,60,78,60.6,OY219412186
2238,2005,84,57,98,67.15,IB224411989
2239,2005,59,66,54,63.3,UA371327034
2240,2005,65,55,82,59.35,ZE603001557
2241,2005,61,61,57,60.8,SR261905576
2242,2005,52,87,84,76.35,PM574946075
2243,2005,98,92,79,93.15,RQ523088725
2244,2005,58,53,81,55.9,KM232145798
2245,2005,64,63,94,64.85,MB124332740
2246,2005,80,83,84,82.15,BM100961338
2247,2005,66,91,59,81.9,FH070688957
2248,2005,61,94,57,82.25,HZ704158923
2250,2005,52,93,72,79.65,OK382236178
2252,2005,73,90,71,83.95,RJ830754172
2253,2005,76,70,97,73.15,NK476874393
2254,2005,92,87,78,88.05,HG161333974
2255,2005,91,93,59,90.7,VB187249833
2256,2005,62,79,65,73.2,OX895839904
2257,2005,94,96,68,94.0,WU880734654
2258,2005,57,81,84,73.95,NG313897020
2259,2005,99,87,56,89.05,SN695036850
2260,2005,74,90,88,85.1,MQ090707449
2262,2005,53,90,51,76.95,AW655837390
2264,2005,85,67,92,73.65,SW948029928
2265,2005,73,95,61,86.7,JZ865281671
2266,2005,96,65,74,74.75,JC136167239
2268,2005,77,79,93,79.1,NT554937145
2269,2005,84,73,90,77.15,GF420331447
2270,2005,95,69,65,76.6,BD192601046
2271,2005,91,74,72,79.0,OO677405401
2272,2005,78,71,51,72.1,BK562428128
2273,2005,78,74,58,74.4,RQ684632741
2274,2005,51,100,88,84.7,QT074430550
2275,2005,59,69,69,66.0,LO785180470
2276,2005,57,60,64,59.3,ZC063611519
2277,2005,71,95,64,86.25,UN349059235
2278,2005,58,97,92,85.05,TJ121425413
2279,2005,50,65,70,60.75,RY037633307
2280,2005,88,90,92,89.5,JL445986867
2281,2005,83,82,84,82.4,IA798031648
2282,2005,50,52,96,53.6,DQ406967437
2283,2005,60,53,64,55.65,CX263956344
2284,2005,61,97,79,85.3,EW709944736
2285,2005,84,93,59,88.6,EW709944736
2286,2005,91,76,60,79.7,ZY254487955
2287,2005,98,89,99,92.2,AZ416195958
2288,2005,54,76,52,68.2,DS083985151
2289,2005,61,80,58,73.2,HP534447398
2290,2005,89,85,72,85.55,OQ441042904
2291,2005,50,76,65,67.65,LM883898314
2292,2005,82,91,92,88.35,AC885640555
2294,2005,60,96,52,83.0,ZO765240404
2295,2005,75,98,60,89.2,JL990727271
2296,2005,72,89,56,82.25,IG128816814
2298,2005,80,67,66,70.85,BN891312325
2299,2005,84,53,61,62.7,KR349851134
2300,2005,51,96,81,81.75,LF136111374
2301,2005,61,58,62,59.1,LM208109330
2302,2005,54,94,77,81.15,DN353572234
2303,2005,100,57,57,69.9,FL430187114
2304,2005,56,87,87,77.7,GL499129114
2305,2005,97,57,70,69.65,GQ171875794
2306,2005,86,82,80,83.1,JH780706551
2307,2005,58,68,61,64.65,PV148088829
2308,2005,55,63,74,61.15,MD416967406
2310,2005,62,66,70,65.0,NA984214067
2311,2005,95,57,80,69.55,MR716665145
2312,2005,97,64,70,74.2,BK098094169
2313,2005,65,66,94,67.1,MR716665145
2314,2005,71,75,62,73.15,YJ107040748
2315,2005,69,75,77,73.3,TG719468812
2316,2005,70,90,52,82.1,QE888538351
2318,2005,73,90,65,83.65,CS600591610
2319,2005,90,60,81,70.05,NA025648647
2320,2005,99,64,56,74.1,YL093836815
2322,2005,69,84,54,78.0,GE335157859
2323,2005,66,76,78,73.1,LK882839830
2324,2005,78,74,61,74.55,CQ139928454
2325,2005,54,84,87,75.15,BM534122761
2326,2005,74,80,90,78.7,GI295152337
2327,2005,63,78,93,74.25,TW803275644
2328,2005,53,99,53,82.9,JB249608133
2329,2005,54,51,91,53.9,MB124332740
2330,2005,64,99,98,88.45,JO575061287
2331,2005,80,67,91,72.1,AX312127504
2332,2005,83,65,78,71.05,HW604102144
2333,2005,85,98,93,93.85,HB801254885
2334,2005,96,53,61,66.3,BR585082763
2335,2005,73,70,67,70.75,IV427652917
2336,2005,52,72,99,67.35,KW291961685
2337,2005,59,94,70,82.3,NX968283973
2338,2005,70,58,51,61.25,NV304385991
2340,2005,89,99,96,95.85,SA964665063
2341,2005,66,73,55,70.0,IC761290044
2342,2005,52,89,55,76.2,AZ303684121
2343,2005,82,79,50,78.45,KJ084713632
2344,2005,79,82,50,79.5,II243711151
2345,2005,93,50,69,63.85,IU528221191
2346,2005,73,56,61,61.35,CT580028461
2348,2005,78,77,87,77.8,KL071707515
2349,2005,82,57,55,64.4,SJ234233253
2350,2005,63,56,86,59.6,KQ629109026
2351,2005,58,51,61,53.6,OO677405401
2352,2005,68,91,57,82.4,WL110061126
2353,2005,100,86,100,90.9,XK796614488
2354,2005,84,51,70,61.85,ZM519962900
2355,2005,93,66,69,74.25,AY199427245
2356,2005,90,79,80,82.35,OT656750010
2358,2005,65,55,95,60.0,AJ634382307
2359,2005,96,96,75,94.95,SU285451605
2360,2005,94,55,78,67.85,JJ783795058
2361,2005,52,87,67,75.5,FQ437759126
2362,2005,79,61,94,68.05,WK925014688
2363,2005,65,72,68,69.7,RF587290249
2364,2005,54,62,76,60.3,SX900349006
2365,2005,66,76,94,73.9,FI232248519
2366,2005,72,65,59,66.8,BN891312325
