s_id,year,on time,quality,after-sales service,final score,e_id
2979,1998,74,60,89,65.65,TY234351967
2980,1998,80,94,88,89.5,LE381489617
2982,1998,85,57,54,65.25,EQ288699587
2983,1998,55,77,95,71.3,VP413818082
2984,1998,99,77,54,82.45,ZT854910220
2985,1998,50,86,68,74.3,DI117094885
2986,1998,98,73,56,79.65,BH717320153
2988,1998,64,85,77,78.3,MV490254238
2989,1998,92,51,58,63.65,VP413818082
2990,1998,57,62,64,60.6,OS758499642
2991,1998,53,93,76,80.15,ZY437085701
2992,1998,85,57,54,65.25,FR719587292
2993,1998,55,77,83,70.7,ZK260984264
2994,1998,79,85,86,83.25,NT618407986
2995,1998,66,81,75,76.2,IO434599680
2996,1998,93,72,62,77.8,XL067467819
2997,1998,94,86,54,86.8,WS377796335
2998,1998,89,88,56,86.7,UZ661150752
2999,1998,63,67,83,66.6,FZ152153475
3000,1998,96,68,96,77.8,DB687668252
1,1999,69,85,51,78.5,PT348502356
2,1999,84,53,78,63.55,YF001842647
3,1999,76,82,66,79.4,MW710334355
4,1999,77,84,86,82.0,NQ448885316
5,1999,74,81,61,77.9,KJ018743384
6,1999,76,77,69,76.3,ZS426868061
8,1999,91,77,77,81.2,FQ172522122
9,1999,67,91,94,83.95,JD020950429
10,1999,83,76,74,78.0,HE206473614
12,1999,97,99,77,97.3,HB942506823
13,1999,66,73,88,71.65,GY298426540
14,1999,99,61,77,73.2,GY599730204
15,1999,72,77,55,74.4,ID861311732
16,1999,81,53,70,62.25,HZ059479913
17,1999,56,66,74,63.4,HD288554570
18,1999,97,65,100,76.35,SJ485222906
19,1999,51,50,93,52.45,MY597271764
20,1999,65,53,95,58.7,CS430896797
21,1999,81,79,89,80.1,BF074670983
22,1999,91,51,62,63.55,VM059482007
23,1999,57,72,64,67.1,DR358023610
24,1999,58,94,99,83.45,LV351500851
25,1999,93,63,51,71.4,HN325111162
26,1999,93,76,84,81.5,CB167748283
27,1999,52,86,74,75.2,YV997426383
28,1999,97,53,62,66.65,GJ117200022
30,1999,66,94,70,84.4,ZV599495296
31,1999,71,79,51,75.2,GF953125124
32,1999,69,96,55,85.85,CP391436959
33,1999,80,71,65,73.4,VJ133087042
34,1999,61,57,81,59.4,DS305327445
35,1999,52,50,99,53.05,IC351366601
36,1999,99,75,92,83.05,QI056353788
38,1999,78,77,51,76.0,ZD314041534
39,1999,64,51,95,57.1,AQ757419251
40,1999,83,100,71,93.45,MF003926030
41,1999,86,73,50,75.75,ZS550336845
42,1999,77,98,73,90.45,AI372809280
44,1999,80,95,69,89.2,EL708833055
45,1999,68,92,79,84.15,YF001842647
46,1999,79,53,100,63.15,ZM654371966
48,1999,80,85,74,82.95,RV655868202
49,1999,90,63,59,70.9,DB687668252
50,1999,94,91,96,92.15,DD051454190
51,1999,75,58,51,62.75,MC967948966
52,1999,96,69,52,76.25,GT987887957
54,1999,61,51,71,55.0,GR579664757
55,1999,97,62,52,72.0,XO543246546
56,1999,75,67,78,69.95,UT333656047
57,1999,65,61,54,61.85,KJ018743384
58,1999,61,88,81,79.55,TE458732353
59,1999,77,73,75,74.3,ZS426868061
60,1999,97,73,60,79.55,LD691622115
61,1999,98,87,87,90.3,GG144523447
62,1999,90,52,91,65.35,HE731303807
63,1999,88,57,98,68.35,EJ329283980
64,1999,96,57,58,68.75,JD989598860
65,1999,91,52,91,65.65,UM129387585
66,1999,97,85,91,88.9,VD219938145
68,1999,66,88,56,79.8,AJ266042977
69,1999,67,60,55,61.85,OU313857706
70,1999,99,76,77,82.95,QO667577444
71,1999,50,73,63,65.6,LI570927093
72,1999,88,91,75,89.3,TV620141563
74,1999,55,55,87,56.6,US087364259
75,1999,90,86,100,87.9,SO793690519
76,1999,71,71,75,71.2,BL303267649
77,1999,92,62,57,70.75,DO276543081
78,1999,59,51,96,55.65,CZ091032020
80,1999,65,84,98,79.0,DD051454190
81,1999,78,65,91,70.2,XS393462990
82,1999,93,57,82,69.05,VU792632927
83,1999,88,92,99,91.15,ZS550336845
84,1999,88,59,97,69.6,QF097437109
85,1999,53,73,57,66.2,MV490254238
86,1999,65,58,87,61.55,LA604214588
87,1999,66,87,65,79.6,ZV599495296
88,1999,91,98,55,93.75,LJ060916160
90,1999,94,90,64,89.9,KE823384121
92,1999,69,63,54,64.35,HE671961443
93,1999,63,55,93,59.3,EN239970786
94,1999,78,71,87,73.9,EQ288699587
95,1999,50,52,62,51.9,UJ091471371
96,1999,87,84,52,83.3,UV902336938
97,1999,78,63,63,67.5,KG463038463
98,1999,94,74,73,79.95,QH325142439
99,1999,55,94,63,80.75,VK953013461
100,1999,51,94,89,80.85,KE823384121
102,1999,73,89,50,82.25,IO434599680
103,1999,58,88,68,78.0,HS583184824
104,1999,52,57,76,56.45,PC564681972
105,1999,56,92,94,81.3,UM129387585
106,1999,56,64,96,63.2,IS261972536
107,1999,68,76,94,74.5,DN898462584
108,1999,99,66,83,76.75,UG262616153
109,1999,69,56,78,61.0,EE189622035
110,1999,73,88,54,81.8,HK937595518
111,1999,84,69,79,74.0,LI570927093
112,1999,74,78,71,76.45,OC643007435
114,1999,70,94,95,86.85,HN325111162
115,1999,99,99,58,96.95,EF954067687
116,1999,60,58,96,60.5,XK565715174
117,1999,71,97,83,88.5,EN239970786
118,1999,62,60,93,62.25,HN534744491
119,1999,66,53,86,58.55,MG062317640
120,1999,76,98,67,89.85,VI894102940
122,1999,87,50,61,61.65,YV997426383
123,1999,85,83,74,83.15,YV997426383
124,1999,72,57,95,63.4,EZ325622964
125,1999,52,69,55,63.2,GA986336163
126,1999,61,58,73,59.65,OC643007435
127,1999,53,54,52,53.6,LE105892304
128,1999,85,71,56,74.45,OV910480701
129,1999,94,65,79,74.4,CB976615450
130,1999,93,66,82,74.9,OH711363075
132,1999,79,78,98,79.3,ED393581846
134,1999,64,94,81,84.35,BI633695080
135,1999,60,65,52,62.85,YI752795543
136,1999,55,81,93,73.8,AA114970152
137,1999,97,85,67,87.7,VI080707130
138,1999,69,69,93,70.2,BX534935773
139,1999,57,70,90,67.1,AK660137402
140,1999,99,58,75,71.15,BL164567666
141,1999,60,53,98,57.35,YN551891794
142,1999,91,64,79,72.85,YL797918251
144,1999,69,90,100,84.2,GF953125124
145,1999,89,51,61,62.9,HE295828745
146,1999,85,69,55,73.1,HE295828745
147,1999,60,78,51,71.25,YY679180969
148,1999,62,71,85,69.0,IS323370149
149,1999,53,90,92,79.0,QK434136635
150,1999,80,95,100,90.75,UD759324069
152,1999,53,100,81,84.95,CD766444865
153,1999,98,96,90,96.3,RV655868202
154,1999,87,58,85,68.05,EJ329283980
155,1999,50,66,65,61.15,LF815622569
156,1999,50,67,58,61.45,VI451114349
157,1999,83,62,68,68.6,UL388038961
158,1999,94,86,95,88.85,AN535340135
159,1999,73,69,58,69.65,TN195041466
160,1999,57,51,66,53.55,RD197566622
161,1999,72,68,85,70.05,FR096244426
162,1999,57,98,57,83.65,SS888154124
164,1999,68,98,97,88.95,HT791876128
165,1999,51,67,58,61.75,FS376212559
166,1999,95,76,53,80.55,RK445230549
167,1999,82,100,58,92.5,OC088063613
168,1999,75,67,79,70.0,PT817642776
169,1999,84,96,59,90.55,DR358023610
170,1999,80,91,82,87.25,NA920542569
171,1999,78,81,84,80.25,BL840852997
172,1999,81,52,88,62.5,ID861311732
174,1999,62,87,92,79.75,NR048438136
175,1999,81,95,58,88.95,AQ757419251
176,1999,59,64,83,63.45,OU313857706
177,1999,63,83,65,76.1,IH556371141
178,1999,71,59,66,62.95,EH865024626
179,1999,59,84,59,75.25,WS377796335
180,1999,55,100,95,86.25,WZ971223475
181,1999,55,67,84,64.25,GR579664757
182,1999,53,58,51,56.15,RV156498629
183,1999,77,75,89,76.3,YT281317540
184,1999,53,64,50,60.0,XI947380238
185,1999,99,67,50,75.75,XL067467819
186,1999,71,53,100,60.75,BH621465558
187,1999,64,60,73,61.85,XN102661597
188,1999,88,66,71,72.85,XS393462990
189,1999,51,72,61,65.15,MS082317632
190,1999,72,99,75,89.7,YY885886740
191,1999,93,93,50,90.85,IN175556501
192,1999,95,63,98,74.35,SB161044412
193,1999,87,97,59,92.1,KE823384121
194,1999,71,56,67,61.05,MD950402244
195,1999,73,69,67,70.1,CO192789174
196,1999,96,62,96,73.9,OS758499642
198,1999,95,52,57,65.15,IH462545197
200,1999,64,55,90,59.45,RV234301929
201,1999,71,88,70,82.0,CP859828839
202,1999,98,85,69,88.1,RK445230549
204,1999,70,93,97,86.3,RK445230549
205,1999,75,80,97,79.35,PP208278711
206,1999,74,70,98,72.6,VP634255492
207,1999,70,97,52,86.65,HE368621167
208,1999,76,72,79,73.55,UG262616153
209,1999,98,67,53,75.6,GT987887957
210,1999,100,62,60,73.3,VM059482007
212,1999,97,90,84,91.8,SW288424148
213,1999,56,99,82,85.25,MK384028133
214,1999,99,100,55,97.45,AN535340135
215,1999,73,95,89,88.1,YO214598921
216,1999,98,66,51,74.85,CL841412619
218,1999,78,70,68,72.3,BL303267649
219,1999,81,96,72,90.3,YL797918251
220,1999,98,97,54,95.15,RV156498629
222,1999,52,59,76,57.75,OO714142621
223,1999,92,83,63,84.7,TY587698276
224,1999,86,66,64,71.9,NT618407986
225,1999,88,63,73,71.0,UP605845321
226,1999,89,88,95,88.65,AY550543592
227,1999,82,67,79,72.1,DD495319403
228,1999,50,95,52,79.35,VJ133087042
230,1999,76,100,66,91.1,HB942506823
231,1999,63,75,59,70.6,FF027813300
232,1999,99,59,56,70.85,AA114970152
233,1999,84,80,69,80.65,MQ220723487
234,1999,59,70,100,68.2,QH325142439
235,1999,68,91,50,82.05,FI030132492
236,1999,71,66,64,67.4,UO680352797
237,1999,71,73,68,72.15,VD219938145
238,1999,52,90,77,77.95,TP470000058
239,1999,56,72,65,66.85,SV291499745
240,1999,93,68,76,75.9,IN175556501
241,1999,84,80,92,81.8,KA046945384
242,1999,87,62,64,69.6,VJ133087042
243,1999,74,72,63,72.15,DL125380555
244,1999,70,96,96,88.2,AQ757419251
245,1999,85,76,99,79.85,VB124311652
246,1999,78,82,62,79.8,YP359882935
248,1999,74,81,70,78.35,BL164567666
249,1999,64,77,53,71.9,IC351366601
250,1999,64,85,91,79.0,KI803966220
251,1999,97,59,85,71.7,BD873130179
252,1999,73,63,85,67.1,YK803695900
253,1999,79,84,100,83.3,US087364259
254,1999,90,50,69,62.95,US087364259
255,1999,71,91,73,84.1,TV620141563
256,1999,61,100,53,85.95,HS233124248
258,1999,85,80,87,81.85,PY871007851
259,1999,80,71,72,73.75,ZV599495296
260,1999,53,53,99,55.3,HE731303807
261,1999,85,68,85,73.95,LI570927093
262,1999,70,69,69,69.3,JY100925197
264,1999,79,51,85,61.1,XQ760095791
265,1999,55,93,79,80.9,OH711363075
266,1999,88,84,97,85.85,KA921986260
267,1999,82,58,59,65.25,XV853864824
268,1999,80,94,77,88.95,YN551891794
270,1999,90,76,79,80.35,CL841412619
272,1999,80,56,85,64.65,DR358023610
273,1999,66,50,97,57.15,JU774392583
274,1999,72,55,62,60.45,XK565715174
275,1999,86,70,76,75.1,RV234301929
276,1999,88,70,57,74.75,NQ219809432
278,1999,90,74,80,79.1,EZ325622964
279,1999,83,50,53,60.05,DQ880660631
280,1999,78,94,58,87.4,XZ134750032
281,1999,77,57,61,63.2,CS393050687
282,1999,86,83,76,83.55,XQ760095791
283,1999,100,97,71,96.6,AN535340135
284,1999,61,55,89,58.5,YM703135361
285,1999,58,66,56,63.1,SW288424148
286,1999,73,75,86,74.95,RV475859919
288,1999,70,55,58,59.65,FI030132492
289,1999,65,82,86,77.1,PT295964805
290,1999,69,68,83,69.05,JN847344224
291,1999,80,95,65,89.0,QP189145111
292,1999,58,77,97,72.3,VI894102940
293,1999,60,70,51,66.05,JN066874135
294,1999,50,99,55,82.1,XL067467819
295,1999,60,69,91,67.4,NP125000652
296,1999,55,74,60,67.6,FI030132492
297,1999,63,73,76,70.15,ZT854910220
298,1999,71,58,76,62.8,VK953013461
300,1999,90,91,94,90.85,TP470000058
302,1999,51,62,67,58.95,VJ133087042
303,1999,79,53,51,60.7,LM105190743
304,1999,96,95,100,95.55,GR579664757
305,1999,76,98,50,89.0,JY033103238
306,1999,62,65,73,64.5,UT333656047
307,1999,88,58,97,68.95,UG262616153
308,1999,95,85,59,86.7,OX567408034
309,1999,93,65,69,73.6,ML348319719
310,1999,97,80,98,86.0,YV997426383
312,1999,57,86,90,77.5,MF003926030
313,1999,58,95,61,82.2,KF911318205
314,1999,64,78,93,74.55,LA604214588
315,1999,95,73,96,80.75,KA921986260
316,1999,99,77,67,83.1,UN908367992
318,1999,78,52,82,61.3,IJ536340778
319,1999,85,80,70,81.0,YL008234152
320,1999,85,75,62,77.35,XB673655433
321,1999,57,70,100,67.6,IO434599680
322,1999,93,94,60,92.0,YY885886740
324,1999,59,85,100,77.95,FR719587292
325,1999,62,87,54,77.85,CS393050687
326,1999,53,51,70,52.55,DR329949166
327,1999,68,79,72,75.35,NQ448885316
328,1999,59,90,96,81.0,UD759324069
330,1999,66,100,55,87.55,QO667577444
331,1999,81,55,96,64.85,MY597271764
332,1999,56,73,94,68.95,AP196991958
333,1999,64,95,99,85.9,YY885886740
334,1999,67,80,60,75.1,MQ324412858
335,1999,88,68,82,74.7,ZM953618419
336,1999,93,92,94,92.4,VC139026495
338,1999,82,80,63,79.75,MC967948966
339,1999,51,94,57,79.25,YX120092387
340,1999,80,84,60,81.6,KF911318205
341,1999,58,92,77,81.05,VC139026495
342,1999,62,51,74,55.45,GT987887957
344,1999,89,99,81,95.1,VK953013461
345,1999,77,67,87,71.0,ZM654371966
346,1999,98,72,89,80.65,GT987887957
347,1999,59,78,52,71.0,YL797918251
348,1999,80,88,98,86.1,WD780271404
349,1999,58,52,73,54.85,KG463038463
350,1999,52,51,56,51.55,BI633695080
351,1999,89,91,73,89.5,US087364259
352,1999,98,75,100,83.15,UZ661150752
354,1999,53,56,93,56.95,HS583184824
355,1999,94,67,61,74.8,OA898543932
356,1999,99,63,76,74.45,SD184922104
357,1999,84,95,51,89.5,NK676784628
358,1999,70,99,88,89.75,HH270269564
360,1999,93,58,51,68.15,MF003926030
362,1999,78,80,70,78.9,SK050011830
363,1999,64,70,60,67.7,IH556371141
364,1999,84,58,93,67.55,PP208278711
365,1999,84,97,63,91.4,PT348502356
366,1999,74,79,82,77.65,GG144523447
368,1999,59,61,95,62.1,IC351366601
369,1999,57,89,73,78.6,EL708833055
370,1999,54,52,95,54.75,DR329949166
371,1999,64,56,60,58.6,JY100925197
372,1999,66,57,96,61.65,RQ347239620
374,1999,55,77,94,71.25,XY230470359
375,1999,53,94,58,79.9,IX444402823
376,1999,74,51,90,59.85,XQ760095791
377,1999,82,69,74,73.15,HV872596770
378,1999,94,88,95,90.15,HN325111162
380,1999,94,84,77,86.65,ST227302330
381,1999,95,95,55,93.0,HU068455763
382,1999,83,85,71,83.7,ZS426868061
383,1999,68,72,74,70.9,SK050011830
384,1999,63,54,53,56.65,TY234351967
385,1999,71,57,79,62.3,SD184922104
386,1999,78,70,78,72.8,AJ266042977
387,1999,74,54,76,61.1,JS521176260
388,1999,73,51,73,58.7,GV377638155
390,1999,60,50,62,53.6,AI372809280
391,1999,69,78,100,76.4,MT900670053
392,1999,88,99,94,95.45,PR800285706
393,1999,63,95,96,85.45,UJ091471371
394,1999,84,58,50,65.4,HE206473614
395,1999,92,87,81,88.2,JN847344224
396,1999,74,50,72,58.3,PE786390549
398,1999,84,69,62,73.15,IS323370149
399,1999,99,51,90,67.35,MN005219252
400,1999,54,83,89,74.6,FC250967245
401,1999,57,95,84,83.05,NS843139984
402,1999,88,52,90,64.7,IO434599680
403,1999,75,78,58,76.1,KJ018743384
404,1999,74,63,73,66.8,QX811126511
405,1999,77,63,96,68.85,TE458732353
406,1999,72,92,80,85.4,NA920542569
407,1999,95,66,58,74.3,WS377796335
408,1999,83,100,98,94.8,FX545287072
409,1999,55,77,57,69.4,LE381489617
410,1999,95,56,82,69.0,JY100925197
411,1999,60,54,52,55.7,GW073630889
412,1999,77,71,87,73.6,FR096244426
413,1999,90,87,74,87.25,FQ172522122
414,1999,99,75,53,81.1,VS403163356
415,1999,59,93,55,80.9,RI497058419
416,1999,55,75,79,69.2,MV490254238
417,1999,100,80,69,85.45,KS164352198
418,1999,72,54,71,60.25,HS233124248
419,1999,66,89,69,81.1,KW906463575
420,1999,61,59,76,60.45,ZD943848332
422,1999,78,63,93,69.0,OH711363075
423,1999,68,56,58,59.7,LF815622569
424,1999,51,69,61,63.2,QV685405094
425,1999,82,63,70,69.05,KJ213451628
426,1999,90,90,84,89.7,AN535340135
428,1999,84,86,85,85.35,YJ456172440
429,1999,64,79,60,73.55,EX754704029
430,1999,100,80,87,86.35,YG786762317
431,1999,75,94,78,87.5,AA462806691
432,1999,57,100,58,85.0,VN154425735
433,1999,69,96,96,87.9,JN847344224
434,1999,87,51,91,63.8,OV910480701
435,1999,56,86,96,77.5,HN534744491
436,1999,61,80,54,73.0,GA986336163
437,1999,57,86,100,78.0,YU808990037
438,1999,51,90,58,76.7,KS164352198
439,1999,68,60,100,64.4,EX473416122
440,1999,92,91,100,91.75,IS261972536
441,1999,63,72,71,69.25,MG062317640
442,1999,74,81,98,79.75,MT900670053
443,1999,98,78,63,83.25,NA920542569
444,1999,80,58,86,66.0,TY234351967
445,1999,84,67,65,72.0,JY100925197
446,1999,59,63,75,62.4,EL708833055
447,1999,86,100,54,93.5,LI570927093
448,1999,90,51,81,64.2,NI356445698
450,1999,92,77,58,80.55,HE671961443
452,1999,99,60,72,72.3,TV620141563
453,1999,52,65,78,61.75,QX811126511
454,1999,89,93,94,91.85,XI947380238
455,1999,92,98,74,95.0,NE604279839
456,1999,90,94,95,92.85,JQ455194000
457,1999,65,58,54,59.9,FQ172522122
458,1999,79,80,65,78.95,TN686040410
459,1999,70,81,79,77.6,FF027813300
460,1999,77,63,79,68.0,MM636013948
461,1999,99,95,67,94.8,WU803849893
462,1999,88,94,74,91.2,CZ091032020
463,1999,98,79,82,84.85,OP289042718
464,1999,84,50,76,61.5,NQ219809432
465,1999,58,79,94,73.45,YK803695900
466,1999,74,86,74,81.8,KJ018743384
467,1999,82,66,68,70.9,MQ324412858
468,1999,61,76,54,70.4,ZN042984436
470,1999,71,64,56,65.7,KB333964122
471,1999,68,65,51,65.2,WS377796335
472,1999,58,53,94,56.55,NQ448885316
474,1999,64,63,69,63.6,VM059482007
475,1999,53,78,71,70.15,YN551891794
476,1999,69,51,51,56.4,YE254266195
477,1999,77,81,94,80.45,DS305327445
478,1999,51,86,84,75.4,OX567408034
479,1999,90,74,53,77.75,BH621465558
480,1999,69,98,65,87.65,YY679180969
482,1999,67,80,91,76.65,UG452878728
483,1999,88,90,90,89.4,MW710334355
484,1999,95,60,76,71.3,HS233124248
485,1999,73,82,53,77.85,US087364259
486,1999,93,68,89,76.55,GJ027193651
487,1999,93,73,68,78.75,YU808990037
488,1999,92,93,98,92.95,EN239970786
489,1999,99,68,90,78.4,ID861311732
490,1999,82,66,88,71.9,XL067467819
492,1999,74,94,95,88.05,CE167907024
493,1999,83,54,79,63.95,ND706004328
494,1999,53,96,90,82.8,TD826387653
495,1999,51,86,60,74.2,SV291499745
496,1999,71,96,100,88.7,LA604214588
497,1999,77,90,92,86.2,LS538502116
498,1999,64,62,84,63.7,OI857511500
499,1999,56,92,90,81.1,GA986336163
500,1999,68,65,58,65.55,UZ661150752
501,1999,97,80,58,84.0,VJ133087042
502,1999,56,77,98,71.75,LS538502116
503,1999,68,93,54,83.55,HN534744491
504,1999,80,89,55,84.6,UT333656047
505,1999,52,82,93,73.55,SW288424148
506,1999,85,61,98,70.05,AA114970152
507,1999,61,62,68,62.0,UV902336938
508,1999,82,64,65,69.45,CE861617076
509,1999,84,75,90,78.45,GJ117200022
510,1999,50,84,57,72.45,QI056353788
511,1999,53,100,99,85.85,EN239970786
512,1999,83,99,73,92.9,MC967948966
513,1999,51,53,87,54.1,UB937935688
514,1999,79,58,87,65.75,SJ211861717
515,1999,93,59,52,68.85,WD711574623
516,1999,61,51,63,54.6,BS061667051
517,1999,93,72,100,79.7,MQ227951881
518,1999,96,76,96,83.0,SW395412903
519,1999,54,87,51,75.3,EL708833055
520,1999,65,84,95,78.85,YP359882935
522,1999,51,60,67,57.65,WJ895978844
523,1999,64,96,60,84.6,WU803849893
524,1999,91,95,50,91.55,CP391436959
525,1999,76,68,88,71.4,US087364259
526,1999,50,89,98,77.75,FZ152153475
527,1999,89,97,76,93.55,ZO665002379
528,1999,80,99,56,91.15,CQ675958448
530,1999,51,69,83,64.3,XK565715174
531,1999,67,69,63,68.1,MV490254238
532,1999,90,92,88,91.2,IS323370149
533,1999,74,51,65,58.6,CS393050687
534,1999,68,73,83,72.0,OS758499642
535,1999,91,67,96,75.65,ZF513632851
536,1999,55,73,60,66.95,BL303267649
537,1999,68,78,87,75.45,BL303267649
538,1999,52,95,50,79.85,FZ870573511
539,1999,51,91,84,78.65,OV910480701
540,1999,52,74,73,67.35,KJ213451628
541,1999,85,99,93,94.5,MK353144916
542,1999,89,76,59,79.05,MK384028133
543,1999,93,63,90,73.35,FO017256605
544,1999,66,93,90,84.75,MT900670053
545,1999,68,99,86,89.05,HI736260455
546,1999,54,64,100,62.8,UD759324069
548,1999,83,89,93,87.4,FR096244426
549,1999,51,89,95,77.9,HE295828745
550,1999,63,55,67,58.0,SM665395424
552,1999,71,95,75,86.8,VI080707130
554,1999,66,92,57,82.45,XK565715174
555,1999,68,75,66,72.45,AI372809280
556,1999,65,87,72,79.65,RV655868202
557,1999,71,84,80,79.9,BS061667051
558,1999,64,88,79,80.35,UN278821355
559,1999,66,84,96,79.2,ON025001968
560,1999,83,91,67,87.4,WJ895978844
561,1999,92,84,58,85.1,SW395412903
562,1999,61,54,69,56.85,ZN042984436
564,1999,76,81,72,79.05,ED393581846
565,1999,64,83,89,77.6,UJ091471371
566,1999,81,90,99,87.75,IJ536340778
567,1999,74,78,82,77.0,NA920542569
568,1999,77,82,51,78.95,IO434599680
570,1999,99,95,100,96.45,CP859828839
572,1999,90,59,75,69.1,TY760874265
573,1999,65,83,77,77.3,SW395412903
574,1999,61,69,100,68.15,IH556371141
575,1999,79,77,63,76.9,XK565715174
576,1999,95,91,85,91.9,HI736260455
578,1999,61,79,52,72.25,YI752795543
579,1999,91,91,56,89.25,YT281317540
580,1999,69,71,70,70.35,EN239970786
582,1999,56,62,94,61.8,EZ135285084
583,1999,92,53,58,64.95,DG863771177
584,1999,50,54,70,53.6,OE036963460
585,1999,88,58,82,68.2,RV475859919
586,1999,74,58,96,64.7,FO017256605
587,1999,80,80,89,80.45,DQ902115946
588,1999,50,54,73,53.75,ND706004328
589,1999,61,79,74,73.35,JS521176260
590,1999,90,87,94,88.25,CO813561466
591,1999,72,98,78,89.2,SH772462548
592,1999,73,54,60,60.0,WD780271404
593,1999,63,68,72,66.7,BF224497235
594,1999,69,61,62,63.45,LJ060916160
595,1999,90,64,80,72.6,LV351500851
596,1999,90,59,58,68.25,CS430896797
597,1999,88,81,91,83.6,OO714142621
598,1999,69,77,85,75.0,MX853718442
600,1999,89,56,94,67.8,LF815622569
601,1999,95,89,77,90.2,KA921986260
602,1999,69,72,86,71.8,KW906463575
603,1999,90,90,87,89.85,NP125000652
604,1999,55,75,59,68.2,GT987887957
605,1999,64,91,88,82.75,IO434599680
606,1999,68,53,85,59.1,PE786390549
608,1999,89,62,88,71.4,MS082317632
609,1999,58,77,58,70.35,MZ009631965
610,1999,74,56,61,61.65,ZN042984436
611,1999,52,88,71,76.35,AN535340135
612,1999,86,74,70,77.4,DO276543081
613,1999,58,92,96,82.0,QI859646053
614,1999,68,61,53,62.7,LJ060916160
615,1999,88,82,90,84.2,RV655868202
616,1999,67,100,63,88.25,LM105190743
617,1999,58,53,69,55.3,BH717320153
618,1999,54,50,59,51.65,VJ133087042
620,1999,86,78,88,80.9,XN102661597
621,1999,73,54,60,60.0,FZ152153475
622,1999,59,79,90,73.55,UG262616153
623,1999,60,92,73,81.45,UY585814947
624,1999,90,89,93,89.5,QH325142439
625,1999,79,71,71,73.4,QI056353788
626,1999,97,67,65,75.9,BL164567666
627,1999,79,96,56,88.9,LK333670046
628,1999,73,73,100,74.35,TR523689273
629,1999,84,50,58,60.6,YN011186832
630,1999,59,52,80,55.5,ZK260984264
631,1999,75,93,78,86.85,YF001842647
632,1999,76,78,93,78.15,YY885886740
633,1999,82,85,86,84.15,OS758499642
634,1999,62,77,99,73.6,KA921986260
635,1999,84,77,60,78.25,XC418771803
636,1999,58,85,76,76.45,MY597271764
638,1999,60,84,63,75.75,JN066874135
639,1999,89,77,95,81.5,OC088063613
640,1999,63,76,90,72.8,VB124311652
641,1999,51,62,60,58.6,GV186485154
642,1999,84,59,79,67.5,CE861617076
643,1999,98,93,81,93.9,MZ009631965
644,1999,81,99,96,93.45,VT663560981
645,1999,72,66,86,68.8,DL125380555
646,1999,59,58,67,58.75,TV620141563
647,1999,94,67,85,76.0,UL388038961
648,1999,76,73,99,75.2,OS758499642
649,1999,59,74,97,70.65,FZ870573511
650,1999,51,51,92,53.05,IO434599680
651,1999,70,54,52,58.7,YN167057978
652,1999,57,97,67,83.5,QX811126511
654,1999,95,55,79,68.2,FQ172522122
655,1999,51,75,55,66.8,WJ895978844
656,1999,59,57,53,57.4,TF669934144
657,1999,85,78,83,80.35,DS305327445
658,1999,82,87,97,86.0,QC205969652
660,1999,92,50,75,63.85,YN011186832
662,1999,97,85,61,87.4,ZH045276463
663,1999,60,100,65,86.25,CB976615450
664,1999,59,79,88,73.45,YT281317540
665,1999,89,81,78,83.25,ZS550336845
666,1999,85,66,98,73.3,UG452878728
667,1999,58,61,60,60.05,ED393581846
668,1999,50,67,67,61.9,TR523689273
669,1999,81,58,61,65.05,OC643007435
670,1999,74,75,85,75.2,DB687668252
671,1999,99,53,51,66.7,HS233124248
672,1999,51,74,90,67.9,GV186485154
674,1999,60,68,55,64.95,XV853864824
675,1999,72,80,68,77.0,AK660137402
676,1999,66,68,64,67.2,MI430872923
677,1999,100,53,93,69.1,LP395187508
678,1999,81,74,92,77.0,LV351500851
680,1999,84,59,93,68.2,VI451114349
681,1999,77,82,91,80.95,GA986336163
682,1999,99,66,69,76.05,MK353144916
683,1999,70,55,61,59.8,MH115541076
684,1999,60,53,65,55.7,SS888154124
685,1999,74,66,52,67.7,KJ018743384
686,1999,82,72,81,75.45,UM129387585
687,1999,88,79,96,82.55,SV335296881
688,1999,60,100,92,87.6,SV335296881
690,1999,55,95,50,80.75,ID861311732
692,1999,76,78,72,77.1,XS393462990
693,1999,65,74,92,72.2,BF074670983
694,1999,77,59,97,66.3,ZY362821561
695,1999,80,92,100,88.8,UB937935688
696,1999,79,87,82,84.35,QF097437109
697,1999,78,92,68,86.6,CS430896797
698,1999,65,52,74,57.0,UN278821355
699,1999,80,60,84,67.2,RD197566622
700,1999,93,53,65,65.6,OC541940697
702,1999,76,70,70,71.8,XQ760095791
704,1999,74,98,64,89.1,MV490254238
705,1999,73,75,56,73.45,CS393050687
706,1999,74,64,60,66.8,TZ712032405
707,1999,73,70,84,71.6,CT443425070
708,1999,98,56,53,68.45,FS187993656
710,1999,78,73,69,74.3,GR579664757
711,1999,51,79,64,69.85,YY885886740
712,1999,59,93,53,80.8,VZ041215173
713,1999,64,60,84,62.4,MW471582151
714,1999,89,51,51,62.4,MV490254238
715,1999,86,51,59,61.9,EZ135285084
716,1999,90,75,59,78.7,YX120092387
717,1999,87,76,69,78.95,TP470000058
718,1999,65,82,57,75.65,CT258851409
720,1999,52,83,63,72.7,MF003926030
721,1999,65,97,60,85.55,DI117094885
722,1999,78,92,72,86.8,OP572016011
723,1999,72,92,74,85.1,YO214598921
