inv_id,inv_name,status,p_id
1452,Gravity-defying Fastener D,Using,499
1453,Never-ending Fastener A,Not Using,500
1454,Never-ending Fastener B,Using,500
1455,Never-ending Fastener C,Using,500
1456,Never-ending Fastener D,Using,500
1457,Never-ending Fastener E,Using,500
1458,Miraculous Fastener A,Using,501
1459,Miraculous Fastener B,Not Using,501
1460,Dynamic Fastener A,Using,502
1461,Smooth Fastener A,Using,503
1462,Flexible Connector A,Using,504
1463,Flexible Connector B,Using,504
1464,Propulsive Connector A,Using,505
1465,Propulsive Connector B,Using,505
1466,Ideal Connector A,Using,506
1467,Revolutionary Connector A,Using,507
1468,Revolutionary Connector B,Using,507
1469,Overhead Connector A,Using,508
1470,Rising Connector A,Using,509
1471,Rising Connector B,Not Using,509
1472,Rising Connector C,Using,509
1473,Rising Connector D,Using,509
1474,Unyielding Connector A,Using,510
1475,Unyielding Connector B,Using,510
1476,Unyielding Connector C,Using,510
1477,Unyielding Connector D,Using,510
1478,Sufficient Connector A,Using,511
1479,Sufficient Connector B,Using,511
1480,Sufficient Connector C,Using,511
1481,Explosive Connector A,Not Using,512
1482,Explosive Connector B,Using,512
1483,Explosive Connector C,Not Using,512
1484,Breezy Coupling A,Using,513
1485,Breezy Coupling B,Using,513
1486,Breezy Coupling C,Using,513
1487,Expansive Coupling A,Not Using,514
1488,Expansive Coupling B,Using,514
1489,Expansive Coupling C,Not Using,514
1490,Expansive Coupling D,Using,514
1491,Lifted Coupling A,Using,515
1492,Lifted Coupling B,Using,515
1493,Lifted Coupling C,Not Using,515
1494,Unyielding Coupling A,Using,516
1495,Unyielding Coupling B,Using,516
1496,Unyielding Coupling C,Using,516
1497,Unyielding Coupling D,Using,516
1498,Wanderlust Coupling A,Using,517
1499,Wanderlust Coupling B,Not Using,517
1500,Wanderlust Coupling C,Using,517
1501,Wanderlust Coupling D,Using,517
1502,High-flying Coupling A,Using,518
1503,Luminous Valve A,Using,519
1504,Luminous Valve B,Using,519
1505,Luminous Valve C,Using,519
1506,Luminous Valve D,Using,519
1507,Luminous Valve E,Using,519
1508,Lithe Pump A,Using,520
1509,Lithe Pump B,Using,520
1510,Lithe Pump C,Using,520
1511,Migratory Bearing A,Not Using,521
1512,Migratory Bearing B,Using,521
1513,Migratory Bearing C,Using,521
1514,Never-ending Bearing A,Using,522
1515,Never-ending Bearing B,Using,522
1516,Optimal Bearing A,Using,523
1517,Optimal Bearing B,Using,523
1518,Optimal Bearing C,Using,523
1519,Magnificent Bearing A,Using,524
1520,Magnificent Bearing B,Using,524
1521,Magnificent Bearing C,Using,524
1522,Magnificent Bearing D,Using,524
1523,Invisible Gear A,Not Using,525
1524,Invisible Gear B,Using,525
1525,Invisible Gear C,Using,525
1526,Vortex Gear A,Using,526
1527,Snappy Gear A,Using,527
1528,Rapid Gear A,Using,528
1529,Rapid Gear B,Using,528
1530,Slippery Gear A,Using,529
1531,Slippery Gear B,Not Using,529
1532,Slippery Gear C,Using,529
1533,Ideal Shaft A,Using,530
1534,Ideal Shaft B,Using,530
1535,Ideal Shaft C,Using,530
1536,Ideal Shaft D,Using,530
1537,Ideal Shaft E,Using,530
1538,Sophisticated Shaft A,Using,531
1539,Sophisticated Shaft B,Using,531
1540,Sophisticated Shaft C,Using,531
1541,Sophisticated Shaft D,Using,531
1542,Sophisticated Shaft E,Using,531
1543,Rapid-fire Shaft A,Not Using,532
1544,Rapid-fire Shaft B,Using,532
1545,Rapid-fire Shaft C,Using,532
1546,Slim Shaft A,Using,533
1547,Slim Shaft B,Using,533
1548,Slim Shaft C,Using,533
1549,Slim Shaft D,Not Using,533
1550,Slim Shaft E,Using,533
1551,Controlled Actuator A,Using,534
1552,Controlled Actuator B,Using,534
1553,Controlled Actuator C,Not Using,534
1554,Controlled Actuator D,Using,534
1555,Controlled Actuator E,Using,534
1556,Miraculous Actuator A,Using,535
1557,Miraculous Actuator B,Using,535
1558,Altitudinal Actuator A,Using,536
1559,Overpowered Actuator A,Not Using,537
1560,Overpowered Actuator B,Using,537
1561,Overpowered Actuator C,Using,537
1562,Explosive Actuator A,Using,538
1563,Explosive Actuator B,Using,538
1564,Explosive Actuator C,Using,538
1565,Explosive Actuator D,Using,538
1566,Explosive Actuator E,Using,538
1567,Evolving Actuator A,Not Using,539
1568,Evolving Actuator B,Using,539
1569,Evolving Actuator C,Using,539
1570,Evolving Actuator D,Using,539
1571,Magnificent Actuator A,Not Using,540
1572,Magnificent Actuator B,Using,540
1573,Magnificent Actuator C,Using,540
1574,On-the-go Servo A,Using,541
1575,On-the-go Servo B,Using,541
1576,On-the-go Servo C,Using,541
1577,On-the-go Servo D,Using,541
1578,On-the-go Servo E,Using,541
1579,Melodic Servo A,Not Using,542
1580,Melodic Servo B,Using,542
1581,Melodic Servo C,Using,542
1582,Sleek Servo A,Using,543
1583,Sleek Servo B,Not Using,543
1584,Ideal Servo A,Using,544
1585,Ideal Servo B,Using,544
1586,Ideal Servo C,Using,544
1587,Majestic Servo A,Using,545
1588,Majestic Servo B,Using,545
1589,Majestic Servo C,Using,545
1590,Zealous Servo A,Using,546
1591,Zealous Servo B,Using,546
1592,Zealous Servo C,Using,546
1593,Zealous Servo D,Using,546
1594,Swift Servo A,Using,547
1595,Swift Servo B,Using,547
1596,Swift Servo C,Using,547
1597,Swift Servo D,Not Using,547
1598,Optimized Motor A,Using,548
1599,Optimized Motor B,Using,548
1600,Optimized Motor C,Using,548
1601,Optimized Motor D,Not Using,548
1602,Optimized Motor E,Using,548
1603,Unyielding Motor A,Using,549
1604,Unyielding Motor B,Using,549
1605,Unyielding Motor C,Using,549
1606,Controlled Motor A,Using,550
1607,Controlled Motor B,Not Using,550
1608,Controlled Motor C,Using,550
1609,Calm Motor A,Not Using,551
1610,Swift-moving Motor A,Using,552
1611,Swift-moving Motor B,Using,552
1612,Climbing Motor A,Using,553
1613,Winging Motor A,Not Using,554
1614,Winging Motor B,Using,554
1615,Winging Motor C,Using,554
1616,Winging Motor D,Using,554
1617,Winging Motor E,Using,554
1618,Elevating Motor A,Using,555
1619,Elevating Motor B,Not Using,555
1620,Balletic Sensor A,Using,556
1621,Round-the-clock Sensor A,Not Using,557
1622,Round-the-clock Sensor B,Using,557
1623,Fast Relay A,Using,558
1624,Dynamic Switch A,Using,559
1625,Dynamic Switch B,Using,559
1626,Dynamic Switch C,Using,559
1627,Dynamic Switch D,Not Using,559
1628,Dynamic Switch E,Using,559
1629,Fluent Switch A,Using,560
1630,Fluent Switch B,Using,560
1631,Fluent Switch C,Using,560
1632,Fluent Switch D,Using,560
1633,Skyward Switch A,Using,561
1634,Skyward Switch B,Using,561
1635,Skyward Switch C,Using,561
1636,Skyward Switch D,Using,561
1637,Immense Diode A,Not Using,562
1638,Immense Diode B,Using,562
1639,Immense Diode C,Using,562
1640,Superb Diode A,Using,563
1641,Superb Diode B,Using,563
1642,Superb Diode C,Using,563
1643,Radiant Diode A,Using,564
1644,Radiant Diode B,Using,564
1645,Sonic-speed Diode A,Using,565
1646,Sonic-speed Diode B,Using,565
1647,Smooth Resistor A,Using,566
1648,Smooth Resistor B,Using,566
1649,Slim Resistor A,Using,567
1650,Slim Resistor B,Using,567
1651,Zealous Resistor A,Using,568
1652,Zealous Resistor B,Using,568
1653,Vast Capacitor A,Using,569
1654,Vast Capacitor B,Using,569
1655,Choppy Capacitor A,Using,570
1656,Choppy Capacitor B,Using,570
1657,Choppy Capacitor C,Not Using,570
1658,Expansive Capacitor A,Using,571
1659,Expansive Capacitor B,Using,571
1660,Expansive Capacitor C,Using,571
1661,Rapid-fire Capacitor A,Using,572
1662,Rapid-fire Capacitor B,Using,572
1663,Rapid-fire Capacitor C,Not Using,572
1664,Rapid-fire Capacitor D,Using,572
1665,Rapid-fire Capacitor E,Using,572
1666,Defying Capacitor A,Using,573
1667,Defying Capacitor B,Not Using,573
1668,Defying Capacitor C,Using,573
1669,Defying Capacitor D,Not Using,573
1670,Turbine Capacitor A,Using,574
1671,Turbine Capacitor B,Using,574
1672,Airborne Transformer A,Using,575
1673,Airborne Transformer B,Using,575
1674,Slippery Transformer A,Using,576
1675,Flowing Transformer A,Using,577
1676,Flowing Transformer B,Using,577
1677,Flowing Transformer C,Using,577
1678,Flowing Transformer D,Using,577
1679,Flowing Transformer E,Using,577
1680,Zippy Transformer A,Using,578
1681,Zippy Transformer B,Using,578
1682,Zippy Transformer C,Using,578
1683,Zippy Transformer D,Using,578
1684,Invisible Transformer A,Using,579
1685,Invisible Transformer B,Using,579
1686,Invisible Transformer C,Using,579
1687,Invisible Transformer D,Using,579
1688,Wanderlust Transformer A,Using,580
1689,Snappy Transformer A,Using,581
1690,Sublime Transformer A,Using,582
1691,Sublime Transformer B,Using,582
1692,Sublime Transformer C,Using,582
1693,Smooth Rectifier A,Not Using,583
1694,Smooth Rectifier B,Using,583
1695,Effortless Inverter A,Using,584
1696,Effortless Inverter B,Using,584
1697,Effortless Inverter C,Not Using,584
1698,Streamlined Inverter A,Using,585
1699,Streamlined Inverter B,Not Using,585
1700,Streamlined Inverter C,Using,585
1701,Precise Inverter A,Using,586
1702,Precise Inverter B,Using,586
1703,Precise Inverter C,Using,586
1704,Precise Inverter D,Using,586
1705,Glorious Inverter A,Using,587
1706,Glorious Inverter B,Using,587
1707,Glorious Inverter C,Using,587
1708,Glorious Inverter D,Using,587
1709,Glorious Inverter E,Not Using,587
1710,Gliding Inverter A,Using,588
1711,Gliding Inverter B,Using,588
1712,Gliding Inverter C,Using,588
1713,Migratory Inverter A,Using,589
1714,Flow Inverter A,Using,590
1715,Flow Inverter B,Using,590
1716,Invincible Inverter A,Using,591
1717,Invincible Inverter B,Using,591
1718,Invincible Inverter C,Using,591
1719,Defying Transistor A,Using,592
1720,Defying Transistor B,Using,592
1721,Defying Transistor C,Not Using,592
1722,Defying Transistor D,Using,592
1723,Defying Transistor E,Not Using,592
1724,Vertical Transistor A,Using,593
1725,Smart Transistor A,Using,594
1726,Smart Transistor B,Using,594
1727,Iridescent Circuit A,Using,595
1728,Iridescent Circuit B,Using,595
1729,Iridescent Circuit C,Using,595
1730,Iridescent Circuit D,Using,595
1731,Iridescent Circuit E,Using,595
1732,Accelerating Circuit A,Using,596
1733,Melodious Circuit A,Not Using,597
1734,Melodious Circuit B,Using,597
1735,Balanced Circuit A,Using,598
1736,Balanced Circuit B,Using,598
1737,Balanced Circuit C,Using,598
1738,Balanced Circuit D,Using,598
1739,Navigational Module A,Using,599
1740,Navigational Module B,Using,599
1741,Pressurized Module A,Not Using,600
1742,Pressurized Module B,Using,600
1743,Pressurized Module C,Using,600
1744,Pressurized Module D,Using,600
1745,Pressurized Module E,Using,600
1746,Invincible Board A,Using,601
1747,Endless Board A,Not Using,602
1748,Endless Board B,Using,602
1749,Endless Board C,Using,602
1750,Endless Board D,Using,602
1751,Endless Board E,Using,602
1752,Fast Board A,Using,603
1753,Fast Board B,Not Using,603
1754,Fast Board C,Using,603
1755,Fierce Board A,Using,604
1756,Fierce Board B,Using,604
1757,Jetstream Board A,Using,605
1758,Jetstream Board B,Using,605
1759,Jetstream Board C,Not Using,605
1760,Jetstream Board D,Using,605
1761,Jetstream Board E,Using,605
1762,Flying Board A,Using,606
1763,Vertical Board A,Using,607
1764,Vertical Board B,Using,607
1765,Steady Board A,Using,608
1766,Steady Board B,Using,608
1767,Fluent Board A,Using,609
1768,Fluent Board B,Using,609
1769,Fluent Board C,Using,609
1770,Precise Board A,Using,610
1771,Precise Board B,Using,610
1772,Aerodynamic Panel A,Using,611
1773,Magnetic Panel A,Using,612
1774,Magnetic Panel B,Using,612
1775,Gravitational Panel A,Using,613
1776,Gravitational Panel B,Using,613
1777,Gravitational Panel C,Not Using,613
1778,Invisible Panel A,Using,614
1779,Invisible Panel B,Using,614
1780,Invisible Panel C,Using,614
1781,Floating Panel A,Using,615
1782,Floating Panel B,Using,615
1783,Balletic Panel A,Not Using,616
1784,Balletic Panel B,Using,616
1785,Flexible Panel A,Using,617
1786,Flexible Panel B,Using,617
1787,Flexible Panel C,Not Using,617
1788,Flexible Panel D,Using,617
1789,Efficient Panel A,Not Using,618
1790,Apt Panel A,Using,619
1791,Apt Panel B,Using,619
1792,Breezy Display A,Using,620
1793,Breezy Display B,Using,620
1794,Breezy Display C,Using,620
1795,Magnificent Display A,Using,621
1796,Magnificent Display B,Using,621
1797,Magnificent Display C,Using,621
1798,Magnificent Display D,Using,621
1799,Magnificent Display E,Using,621
1800,Turbulent Display A,Using,622
1801,Turbulent Display B,Not Using,622
1802,Forward Display A,Using,623
1803,Forward Display B,Using,623
1804,Forward Display C,Using,623
1805,Forward Display D,Using,623
1806,Forward Display E,Using,623
1807,Melodic Screen A,Using,624
1808,Melodic Screen B,Using,624
1809,Melodic Screen C,Using,624
1810,Melodic Screen D,Using,624
1811,Zealous Screen A,Not Using,625
1812,Zealous Screen B,Using,625
1813,Zealous Screen C,Using,625
1814,Zealous Screen D,Using,625
1815,Flow Screen A,Using,626
1816,Flow Screen B,Using,626
1817,Flow Screen C,Using,626
1818,Flow Screen D,Using,626
1819,Flow Screen E,Using,626
1820,Limitless Screen A,Using,627
1821,Limitless Screen B,Using,627
1822,Precarious Screen A,Using,628
1823,Precarious Screen B,Not Using,628
1824,Precarious Screen C,Using,628
1825,Bright Monitor A,Using,629
1826,Bright Monitor B,Using,629
1827,Bright Monitor C,Using,629
1828,Bright Monitor D,Using,629
1829,Bright Monitor E,Using,629
1830,Vast Monitor A,Using,630
1831,Vast Monitor B,Not Using,630
1832,Brilliant Monitor A,Using,631
1833,Brilliant Monitor B,Using,631
1834,Brilliant Monitor C,Using,631
1835,Buoyant Monitor A,Using,632
1836,Rugged Monitor A,Using,633
1837,Rugged Monitor B,Using,633
1838,Rugged Monitor C,Using,633
1839,Rugged Monitor D,Using,633
1840,Gravity-defying Monitor A,Using,634
1841,Gravity-defying Monitor B,Using,634
1842,Gravity-defying Monitor C,Using,634
1843,Gravity-defying Monitor D,Using,634
1844,Gravity-defying Monitor E,Using,634
1845,Ample Monitor A,Using,635
1846,Ample Monitor B,Using,635
1847,Ample Monitor C,Not Using,635
1848,High Monitor A,Using,636
1849,High Monitor B,Using,636
1850,High Monitor C,Using,636
1851,Hypersonic Monitor A,Using,637
1852,Hypersonic Monitor B,Using,637
1853,Hypersonic Monitor C,Using,637
1854,Hypersonic Monitor D,Using,637
1855,Elevated Monitor A,Using,638
1856,Elevated Monitor B,Using,638
1857,Elevated Monitor C,Using,638
1858,Elevated Monitor D,Using,638
1859,Elevated Monitor E,Using,638
1860,Vertical Indicator A,Using,639
1861,Vertical Indicator B,Not Using,639
1862,Vertical Indicator C,Using,639
1863,Elastic Gauge A,Using,640
1864,Elastic Gauge B,Using,640
1865,Elastic Gauge C,Using,640
1866,Elastic Gauge D,Using,640
1867,Elastic Gauge E,Not Using,640
1868,Slippery Gauge A,Using,641
1869,Gliding Gauge A,Using,642
1870,Gliding Gauge B,Using,642
1871,Gliding Gauge C,Not Using,642
1872,Ideal Gauge A,Using,643
1873,Ideal Gauge B,Not Using,643
1874,Descending Meter A,Using,644
1875,Descending Meter B,Using,644
1876,Descending Meter C,Using,644
1877,Descending Meter D,Not Using,644
1878,Round-the-clock Meter A,Using,645
1879,Round-the-clock Meter B,Not Using,645
1880,Round-the-clock Meter C,Using,645
1881,Round-the-clock Meter D,Using,645
1882,Round-the-clock Meter E,Using,645
1883,Lightweight Meter A,Using,646
1884,Lightweight Meter B,Using,646
1885,Lightweight Meter C,Using,646
1886,Lightweight Meter D,Using,646
1887,Rising Meter A,Using,647
1888,Rising Meter B,Using,647
1889,Rising Meter C,Not Using,647
1890,Far-reaching Meter A,Using,648
1891,Far-reaching Meter B,Using,648
1892,Far-reaching Meter C,Using,648
1893,Far-reaching Meter D,Using,648
1894,Superb Meter A,Using,649
1895,Swift-moving Meter A,Using,650
1896,Swift-moving Meter B,Using,650
1897,Explosive Fuse A,Using,651
1898,Explosive Fuse B,Using,651
1899,Explosive Fuse C,Using,651
1900,Explosive Fuse D,Using,651
1901,Dynamic Fuse A,Not Using,652
1902,Endless Fuse A,Using,653
1903,Endless Fuse B,Using,653
1904,Endless Fuse C,Using,653
1905,Zealous Fuse A,Using,654
1906,Zealous Fuse B,Using,654
1907,Zealous Fuse C,Not Using,654
1908,Zealous Fuse D,Using,654
1909,Zealous Fuse E,Using,654
1910,Luxurious Fuse A,Using,655
1911,Optimal Fuse A,Using,656
1912,Vertical Fuse A,Using,657
1913,Vertical Fuse B,Not Using,657
1914,Vertical Fuse C,Using,657
1915,Vertical Fuse D,Using,657
1916,Vertical Fuse E,Using,657
1917,Precise Fuse A,Using,658
1918,Precise Fuse B,Using,658
1919,Precise Fuse C,Using,658
1920,Glorious Fuse A,Using,659
1921,Glorious Fuse B,Using,659
1922,Glorious Fuse C,Using,659
1923,Wind-assisted Fuse A,Using,660
1924,Wind-assisted Fuse B,Using,660
1925,Dynamic Breaker A,Using,661
1926,Dynamic Breaker B,Using,661
1927,Dynamic Breaker C,Using,661
1928,Dynamic Breaker D,Using,661
1929,Dynamic Breaker E,Using,661
1930,Innovative Breaker A,Using,662
1931,Innovative Breaker B,Not Using,662
1932,Innovative Breaker C,Using,662
1933,Innovative Breaker D,Not Using,662
1934,Bright Breaker A,Using,663
1935,Bright Breaker B,Using,663
1936,Bright Breaker C,Using,663
1937,Bright Breaker D,Using,663
1938,Unyielding Breaker A,Using,664
1939,Unyielding Breaker B,Using,664
1940,Unyielding Breaker C,Using,664
1941,Overhead Breaker A,Using,665
1942,Overhead Breaker B,Using,665
1943,Overhead Breaker C,Using,665
1944,Overhead Breaker D,Using,665
1945,Mighty Breaker A,Using,666
1946,Mighty Breaker B,Using,666
1947,Mighty Breaker C,Using,666
1948,Defying Breaker A,Using,667
1949,Defying Breaker B,Not Using,667
1950,Defying Breaker C,Using,667
1951,Defying Breaker D,Not Using,667
1952,Defying Breaker E,Using,667
1953,Lofty Breaker A,Using,668
1954,Lofty Breaker B,Using,668
1955,Lofty Breaker C,Using,668
1956,Elevated Antenna A,Using,669
1957,Elevated Antenna B,Using,669
1958,Elevated Antenna C,Using,669
1959,Elevated Antenna D,Using,669
1960,Elevated Antenna E,Using,669
1961,Explosive Antenna A,Using,670
1962,Explosive Antenna B,Using,670
1963,Cloudless Antenna A,Using,671
1964,Choppy Antenna A,Using,672
1965,Choppy Antenna B,Using,672
1966,Choppy Antenna C,Using,672
1967,Choppy Antenna D,Using,672
1968,Choppy Antenna E,Using,672
1969,Delicate Antenna A,Using,673
1970,Delicate Antenna B,Using,673
1971,Agile Antenna A,Using,674
1972,Agile Antenna B,Using,674
1973,Hovercraft Antenna A,Not Using,675
1974,Hovercraft Antenna B,Using,675
1975,Hovercraft Antenna C,Using,675
1976,Apt Cable A,Using,676
1977,Apt Cable B,Using,676
1978,Apt Cable C,Using,676
1979,Apt Cable D,Not Using,676
1980,Hovering Cable A,Using,677
1981,Hovering Cable B,Using,677
1982,Hovering Cable C,Using,677
1983,Hovering Cable D,Using,677
1984,Optimal Cable A,Using,678
1985,Optimal Cable B,Using,678
1986,Optimal Cable C,Using,678
1987,Optimal Cable D,Not Using,678
1988,Optimal Cable E,Using,678
1989,Forward Cable A,Using,679
1990,Forward Cable B,Using,679
1991,Forward Cable C,Using,679
1992,Forward Cable D,Using,679
1993,Ample Cable A,Not Using,680
1994,Ample Cable B,Using,680
1995,Ample Cable C,Using,680
1996,Ample Cable D,Using,680
1997,Steady Cable A,Not Using,681
1998,Far-reaching Cable A,Using,682
1999,Far-reaching Cable B,Not Using,682
2000,Far-reaching Cable C,Using,682
2001,Far-reaching Cable D,Using,682
2002,Infinite Cable A,Using,683
2003,Infinite Cable B,Not Using,683
2004,Sleek Cable A,Using,684
2005,Descending Cable A,Using,685
2006,Optimal Wire A,Using,686
2007,Optimal Wire B,Using,686
2008,Optimal Wire C,Using,686
2009,Optimal Wire D,Using,686
2010,Optimal Wire E,Using,686
2011,Sophisticated Wire A,Not Using,687
2012,Sophisticated Wire B,Using,687
2013,Sophisticated Wire C,Using,687
2014,Smart Wire A,Using,688
2015,Steady Wire A,Using,689
2016,Steady Wire B,Using,689
2017,Steady Wire C,Not Using,689
2018,Steady Wire D,Using,689
2019,Immense Wire A,Using,690
2020,Immense Wire B,Using,690
2021,Immense Wire C,Using,690
2022,Maximum Wire A,Using,691
2023,Maximum Wire B,Using,691
2024,Maximum Wire C,Using,691
2025,Apt Wire A,Using,692
2026,Apt Wire B,Using,692
2027,Apt Wire C,Not Using,692
2028,Apt Wire D,Using,692
2029,Apt Wire E,Not Using,692
2030,Panoramic Wire A,Using,693
2031,Panoramic Wire B,Using,693
2032,Panoramic Wire C,Using,693
2033,Panoramic Wire D,Using,693
2034,Fierce Wire A,Using,694
2035,Fierce Wire B,Using,694
2036,Fierce Wire C,Using,694
2037,Fierce Wire D,Using,694
2038,Fierce Wire E,Using,694
2039,Magnetic Wire A,Not Using,695
2040,Slippery Plug A,Using,696
2041,Endless Plug A,Using,697
2042,Endless Plug B,Using,697
2043,Overhead Plug A,Using,698
2044,Overhead Plug B,Using,698
2045,Overhead Plug C,Using,698
2046,Overhead Plug D,Using,698
2047,Overhead Plug E,Using,698
2048,Slim Plug A,Using,699
2049,Impulsive Plug A,Using,700
2050,Lofty Plug A,Using,701
2051,Lofty Plug B,Using,701
2052,Lofty Plug C,Using,701
2053,Lofty Plug D,Not Using,701
2054,Lofty Plug E,Using,701
2055,Elevated Socket A,Using,702
2056,Elevated Socket B,Using,702
2057,Elevated Socket C,Using,702
2058,Elevated Socket D,Using,702
2059,Elevated Socket E,Using,702
2060,Gravity-defying Socket A,Using,703
2061,Gravity-defying Socket B,Using,703
2062,Gravity-defying Socket C,Using,703
2063,Gravity-defying Socket D,Not Using,703
2064,Gravity-defying Socket E,Using,703
2065,Autonomous Socket A,Using,704
2066,Autonomous Socket B,Using,704
2067,Glorious Socket A,Using,705
2068,Glorious Socket B,Using,705
2069,Glorious Socket C,Not Using,705
2070,Glorious Socket D,Using,705
2071,Vigilant Socket A,Using,706
2072,Vigilant Socket B,Using,706
2073,Vigilant Socket C,Using,706
2074,Vigilant Socket D,Using,706
2075,Calm Socket A,Using,707
2076,Calm Socket B,Using,707
2077,Calm Socket C,Using,707
2078,Calm Socket D,Using,707
2079,Robust Socket A,Using,708
2080,Robust Socket B,Using,708
2081,Robust Socket C,Not Using,708
2082,Robust Socket D,Using,708
2083,Robust Socket E,Not Using,708
2084,Independent Socket A,Using,709
2085,Skyward Connector A,Using,710
2086,Skyward Connector B,Using,710
2087,Skyward Connector C,Not Using,710
2088,Melodic Connector A,Using,711
2089,Melodic Connector B,Not Using,711
2090,Melodic Connector C,Using,711
2091,Melodic Connector D,Using,711
2092,Invisible Connector A,Using,712
2093,Invisible Connector B,Using,712
2094,Invisible Connector C,Using,712
2095,Invisible Connector D,Using,712
2096,Stable Connector A,Using,713
2097,Stable Connector B,Using,713
2098,Smart Connector A,Using,714
2099,Impulsive Connector A,Not Using,715
2100,Impulsive Connector B,Using,715
2101,Agile Connector A,Using,716
2102,Agile Connector B,Using,716
2103,Expansive Connector A,Using,717
2104,Expansive Connector B,Using,717
2105,Expansive Connector C,Using,717
2106,Expansive Connector D,Using,717
2107,Expansive Connector E,Using,717
2108,Forward Connector A,Using,718
2109,Forward Connector B,Using,718
2110,Weightless Harness A,Using,719
2111,Weightless Harness B,Not Using,719
2112,Weightless Harness C,Using,719
2113,Weightless Harness D,Not Using,719
2114,Weightless Harness E,Using,719
2115,Soaring Harness A,Using,720
2116,Soaring Harness B,Using,720
2117,Bumpy Harness A,Using,721
2118,Bumpy Harness B,Using,721
2119,Bumpy Harness C,Using,721
2120,Bumpy Harness D,Using,721
2121,Bumpy Harness E,Using,721
2122,Steady Harness A,Using,722
2123,Steady Harness B,Using,722
2124,Expansive Harness A,Using,723
2125,Expansive Harness B,Using,723
2126,Expansive Harness C,Using,723
2127,Expansive Harness D,Using,723
2128,Expansive Harness E,Using,723
2129,Cruising Harness A,Not Using,724
2130,Cruising Harness B,Using,724
2131,Cruising Harness C,Not Using,724
2132,Cruising Harness D,Using,724
2133,Cruising Harness E,Using,724
2134,Vertical Harness A,Using,725
2135,Vertical Harness B,Using,725
2136,Controlled Harness A,Using,726
2137,Daring Harness A,Not Using,727
2138,Daring Harness B,Using,727
2139,Daring Harness C,Using,727
2140,Daring Harness D,Using,727
2141,Stable Strut A,Not Using,728
2142,Stable Strut B,Using,728
2143,Stable Strut C,Not Using,728
2144,Stable Strut D,Using,728
2145,Swift-moving Strut A,Using,729
2146,Swift-moving Strut B,Using,729
2147,Swift-moving Strut C,Using,729
2148,Swift-moving Strut D,Using,729
2149,Elevated Strut A,Using,730
2150,Elevated Strut B,Using,730
2151,Elevated Strut C,Using,730
2152,Elevated Strut D,Using,730
2153,Descending Strut A,Not Using,731
2154,Descending Strut B,Using,731
2155,Descending Strut C,Using,731
2156,Descending Strut D,Using,731
2157,Descending Strut E,Using,731
2158,Magnificent Spring A,Using,732
2159,Magnificent Spring B,Using,732
2160,Magnificent Spring C,Using,732
2161,Swift-moving Spring A,Not Using,733
2162,Swift-moving Spring B,Using,733
2163,Swift-moving Spring C,Using,733
2164,Swift-moving Spring D,Using,733
2165,Harmonious Damper A,Using,734
2166,Harmonious Damper B,Using,734
2167,Choppy Damper A,Using,735
2168,Choppy Damper B,Using,735
2169,Choppy Damper C,Using,735
2170,Choppy Damper D,Using,735
2171,Defying Damper A,Using,736
2172,Defying Damper B,Using,736
2173,Defying Damper C,Using,736
2174,Endless Damper A,Using,737
2175,Superb Damper A,Using,738
2176,Superb Damper B,Using,738
2177,Superb Damper C,Using,738
2178,Superb Damper D,Using,738
2179,Sufficient Damper A,Not Using,739
2180,Sufficient Damper B,Using,739
2181,Independent Stabilizer A,Using,740
2182,Wind-assisted Stabilizer A,Using,741
2183,Dynamic Stabilizer A,Using,742
2184,Dynamic Stabilizer B,Using,742
2185,Dynamic Stabilizer C,Using,742
2186,Dynamic Stabilizer D,Using,742
2187,Vertical Stabilizer A,Using,743
2188,Vertical Stabilizer B,Using,743
2189,Sinuous Stabilizer A,Using,744
2190,Sinuous Stabilizer B,Using,744
2191,Sinuous Stabilizer C,Using,744
2192,Sinuous Stabilizer D,Using,744
2193,Hypersonic Stabilizer A,Using,745
2194,Hypersonic Stabilizer B,Using,745
2195,Agile Stabilizer A,Using,746
2196,Agile Stabilizer B,Using,746
2197,Agile Stabilizer C,Using,746
2198,Agile Stabilizer D,Using,746
2199,Rising Stabilizer A,Using,747
2200,Rising Stabilizer B,Using,747
2201,Rising Stabilizer C,Using,747
2202,Rising Stabilizer D,Using,747
2203,Rising Stabilizer E,Not Using,747
2204,Invincible Stabilizer A,Using,748
2205,Invincible Stabilizer B,Using,748
2206,Slim Support A,Using,749
2207,Slim Support B,Not Using,749
2208,Slim Support C,Using,749
2209,Slim Support D,Using,749
2210,Slim Support E,Using,749
2211,Propulsive Bracket A,Using,750
2212,Propulsive Bracket B,Using,750
2213,Propulsive Bracket C,Not Using,750
2214,Propulsive Bracket D,Using,750
2215,Wavy Bracket A,Using,751
2216,Wavy Bracket B,Using,751
2217,Wavy Bracket C,Using,751
2218,Buoyant Bracket A,Using,752
2219,Buoyant Bracket B,Using,752
2220,Buoyant Bracket C,Using,752
2221,Feather-light Bracket A,Not Using,753
2222,Feather-light Bracket B,Using,753
2223,Feather-light Bracket C,Using,753
2224,Feather-light Bracket D,Using,753
2225,Feather-light Bracket E,Using,753
2226,Gravity-defying Shim A,Using,754
2227,Gravity-defying Shim B,Using,754
2228,Feather-light Pad A,Using,755
2229,Feather-light Pad B,Using,755
2230,Feather-light Pad C,Using,755
2231,Snappy Pad A,Using,756
2232,Snappy Pad B,Using,756
